pixel_x,pixel_y,pixel_value,db_value,surface_type
2,140,176,-7.745098039215687,mixed_snow_ice
2,141,169,-8.43137254901961,mixed_snow_ice
2,142,176,-7.745098039215687,mixed_snow_ice
2,145,220,-3.4313725490196063,debris_rock
2,146,190,-6.372549019607842,debris_rock
2,147,186,-6.764705882352942,debris_rock
2,148,189,-6.470588235294116,debris_rock
2,149,170,-8.333333333333336,mixed_snow_ice
2,150,142,-11.07843137254902,clean_glacier_ice
2,151,207,-4.7058823529411775,debris_rock
2,152,169,-8.43137254901961,mixed_snow_ice
2,153,156,-9.705882352941176,clean_glacier_ice
2,154,133,-11.960784313725489,clean_glacier_ice
2,155,147,-10.588235294117649,clean_glacier_ice
2,156,158,-9.509803921568627,clean_glacier_ice
2,157,143,-10.980392156862745,clean_glacier_ice
2,158,154,-9.901960784313726,clean_glacier_ice
2,159,247,-0.7843137254901968,debris_rock
2,160,255,0.0,debris_rock
2,161,180,-7.352941176470587,mixed_snow_ice
2,162,181,-7.254901960784313,mixed_snow_ice
2,163,183,-7.0588235294117645,debris_rock
2,164,184,-6.96078431372549,debris_rock
2,165,179,-7.450980392156865,mixed_snow_ice
2,166,187,-6.666666666666668,debris_rock
2,167,173,-8.03921568627451,mixed_snow_ice
2,168,125,-12.745098039215687,regular_glacier_ice
2,169,119,-13.333333333333334,regular_glacier_ice
2,170,138,-11.470588235294118,clean_glacier_ice
2,171,166,-8.725490196078432,mixed_snow_ice
2,172,176,-7.745098039215687,mixed_snow_ice
2,173,205,-4.901960784313726,debris_rock
2,174,189,-6.470588235294116,debris_rock
2,175,203,-5.098039215686274,debris_rock
2,176,183,-7.0588235294117645,debris_rock
2,177,216,-3.8235294117647065,debris_rock
2,178,217,-3.7254901960784323,debris_rock
2,179,185,-6.862745098039216,debris_rock
2,180,190,-6.372549019607842,debris_rock
2,181,140,-11.274509803921568,clean_glacier_ice
2,182,184,-6.96078431372549,debris_rock
2,183,186,-6.764705882352942,debris_rock
2,184,192,-6.1764705882352935,debris_rock
2,185,207,-4.7058823529411775,debris_rock
2,186,184,-6.96078431372549,debris_rock
2,187,172,-8.137254901960784,mixed_snow_ice
2,188,180,-7.352941176470587,mixed_snow_ice
2,189,182,-7.156862745098039,mixed_snow_ice
2,190,185,-6.862745098039216,debris_rock
2,191,207,-4.7058823529411775,debris_rock
2,192,174,-7.9411764705882355,mixed_snow_ice
2,193,190,-6.372549019607842,debris_rock
2,194,177,-7.647058823529413,mixed_snow_ice
2,195,180,-7.352941176470587,mixed_snow_ice
2,196,169,-8.43137254901961,mixed_snow_ice
2,197,207,-4.7058823529411775,debris_rock
2,198,182,-7.156862745098039,mixed_snow_ice
2,199,188,-6.56862745098039,debris_rock
2,200,159,-9.411764705882353,clean_glacier_ice
2,201,190,-6.372549019607842,debris_rock
2,202,150,-10.294117647058822,clean_glacier_ice
2,203,178,-7.549019607843139,mixed_snow_ice
2,204,163,-9.019607843137257,mixed_snow_ice
2,205,174,-7.9411764705882355,mixed_snow_ice
2,206,186,-6.764705882352942,debris_rock
2,207,197,-5.686274509803919,debris_rock
2,208,153,-10.0,clean_glacier_ice
2,209,178,-7.549019607843139,mixed_snow_ice
2,210,180,-7.352941176470587,mixed_snow_ice
2,211,163,-9.019607843137257,mixed_snow_ice
2,212,182,-7.156862745098039,mixed_snow_ice
2,213,174,-7.9411764705882355,mixed_snow_ice
2,214,141,-11.176470588235293,clean_glacier_ice
2,215,70,-18.137254901960784,deep_glacier_ice
2,216,85,-16.666666666666668,deep_glacier_ice
2,217,75,-17.647058823529413,deep_glacier_ice
2,218,128,-12.450980392156863,regular_glacier_ice
2,219,244,-1.0784313725490193,debris_rock
2,220,255,0.0,debris_rock
2,221,255,0.0,debris_rock
2,222,253,-0.19607843137254832,debris_rock
3,0,205,-4.901960784313726,debris_rock
3,1,195,-5.882352941176471,debris_rock
3,2,184,-6.96078431372549,debris_rock
3,3,187,-6.666666666666668,debris_rock
3,4,198,-5.588235294117645,debris_rock
3,5,199,-5.490196078431371,debris_rock
3,6,186,-6.764705882352942,debris_rock
3,7,255,0.0,debris_rock
